2,0,1,,0,1,2,2,,,,,,,2,2,0,1
3,0.00733945,0.999374218,,0.005464481,1,3,2,,,,,,,3,2,0.005464481,1
4,0.034265104,0.995552732,,0.043478261,0.997503121,4,2,,,,,,,4,2,0.043478261,0.997503121
5,0.068773234,0.993129294,,0.077705828,0.993734336,5,2,,,,,,,5,2,0.077705828,0.993734336
6,0.088454376,0.986232791,,0.081952118,0.979823455,6,2,,,,,,,6,2,0.081952118,0.979823455
7,0.080449018,0.984971822,,0.104265403,0.983860956,7,2,,,,,,,7,2,0.104265403,0.983860956
8,0.111947319,0.976205385,,0.096209913,0.987124464,8,2,,,,,,,8,2,0.096209913,0.987124464
9,0.115859449,0.980024969,,0.117588933,0.975045648,9,2,,,,,,,9,2,0.117588933,0.975045648
10,0.127783156,0.976485149,,0.137632339,0.97826087,10,2,,,,,,,10,2,0.137632339,0.97826087
11,0.122115385,0.982543641,,0.146733668,0.979987871,11,2,,,,,,,11,2,0.146733668,0.979987871
12,0.15234375,0.977695167,,0.13484252,0.982737361,12,2,,,,,,,12,2,0.13484252,0.982737361
13,0.186507937,0.967364532,,0.19416499,0.97008547,13,2,,,,,,,13,2,0.19416499,0.97008547
14,0.174358974,0.970338983,,0.156378601,0.970392749,14,2,,,,,,,14,2,0.156378601,0.970392749
15,0.167176351,0.97195122,,0.170807453,0.967371601,15,2,,,,,,,15,2,0.170807453,0.967371601
16,0.171747967,0.973039216,,0.188271605,0.96836983,16,2,,,,,,,16,2,0.188271605,0.96836983
17,0.178278689,0.974908201,,0.156701031,0.979268293,17,2,,,,,,,17,2,0.156701031,0.979268293
18,0.196774194,0.977897252,,0.190118153,0.965331739,18,2,,,,,,,18,2,0.190118153,0.965331739
19,0.187301587,0.980048368,,0.195953142,0.975301205,19,2,,,,,,,19,2,0.195953142,0.975301205
20,0.182126697,0.977179637,,0.184421535,0.974418605,20,2,,,,,,,20,2,0.184421535,0.974418605
21,0.180089485,0.980519481,,0.18151071,0.981775426,21,2,,,,,,,21,2,0.18151071,0.981775426
