,algo_proffits,bid_stream,stock_close
182,70.70000000099998,5.0,72.89
183,71.00000000099999,5.0,72.38
184,70.78000000099999,5.0,72.44
185,71.53500000099999,5.0,72.85
186,71.36000000099999,5.0,72.0
187,71.44000000099999,5.0,72.36
188,71.01000000099998,5.0,73.01
189,70.63000000099998,5.0,72.76
190,67.98990000099998,5.0,73.57
191,67.68000000099998,5.0,72.68
192,67.51000000099998,5.0,71.14
193,67.71000000099998,5.0,71.57
194,66.97000000099999,5.0,71.7
195,66.57000000099998,5.0,72.26
196,67.13000000099998,5.0,72.88
197,67.71000000099998,5.0,72.29
198,67.52500000099998,5.0,72.38
199,68.53000000099999,5.0,71.39
200,68.79000000099998,5.0,72.55
201,68.81000000099998,5.0,71.96
202,69.80000000099999,5.0,72.26
203,70.79000000099998,5.0,72.04
204,69.76000000099998,5.0,72.795
205,70.47000000099999,5.0,72.62
206,70.78000000099999,5.0,72.7
207,70.56000000099998,5.0,72.27
208,70.27000000099999,5.0,71.89
209,70.29000000099998,5.0,69.2499
210,70.11000000099999,5.0,68.94
211,70.64000000099999,5.0,68.77
212,70.84000000099998,5.0,68.97
213,71.17000000099999,5.0,68.23
214,71.19500000099998,5.0,67.83
215,71.87000000099998,5.0,68.39
216,72.13000000099998,5.0,68.97
217,71.16000000099999,5.0,68.785
218,71.07000000099998,5.0,69.79
219,71.16000000099999,5.0,70.05
220,69.72000000099999,5.0,70.07
221,69.01000000099998,5.0,71.06
222,69.47000000099999,5.0,72.05
223,66.04000000099998,5.0,71.02
224,66.65000000099998,5.0,71.73
225,65.68000000099998,5.0,72.04
226,65.94000000099999,5.0,71.82
227,66.53000000099999,5.0,71.53
228,67.77000000099999,5.0,71.55
229,66.45000000099998,5.0,71.37
230,67.09500000099999,5.0,71.9
231,67.96000000099998,5.0,72.1
232,67.93000000099998,5.0,72.43
233,66.28000000099999,5.0,72.455
234,65.80000000099999,5.0,73.13
235,67.14000000099999,5.0,73.39
236,66.41000000099999,5.0,72.42
237,64.70000000099998,5.0,72.33
238,66.73000000099998,5.0,72.42
239,64.40000000099998,5.0,70.98
240,62.03000000099998,5.0,70.27
241,60.420000000999984,5.0,70.73
242,59.62000000099999,5.0,67.3
243,60.93000000099998,5.0,67.91
244,61.600000000999984,5.0,66.94
245,63.26000000099998,5.0,67.2
246,63.42000000099999,5.0,67.79
247,65.16500000099998,5.0,69.03
248,63.78000000099999,5.0,67.71
249,64.66000000099999,5.0,68.355
250,65.75000000099999,5.0,69.22
251,65.77000000099999,5.0,69.19
252,67.11000000099999,5.0,67.54
253,66.67000000099999,5.0,67.06
254,67.31000000099998,5.0,68.4
255,68.86000000099999,5.0,67.67
256,68.65000000099998,5.0,65.96
257,69.81000000099998,5.0,67.99
258,70.11000000099999,5.0,65.66
259,70.84000000099998,5.0,63.29
260,70.34000000099998,5.0,61.68
261,70.44000000099999,5.0,60.88
262,70.44000000099999,5.0,62.19
263,70.15000000099998,5.0,62.86
264,70.46000000099998,5.0,64.52
265,70.16000000099999,5.0,64.68
266,68.71000000099998,5.0,66.425
267,69.57000000099998,5.0,65.04
268,69.56000000099998,5.0,65.92
269,69.18000000099998,5.0,67.01
270,70.06000000099998,5.0,67.03
271,69.96500000099998,5.0,68.37
272,70.74000000099998,5.0,67.93
273,71.72000000099999,5.0,68.57
274,72.42000000099999,5.0,70.12
275,72.49000000099998,5.0,69.91
276,72.21000000099998,5.0,71.07
277,71.92000000099999,5.0,71.37
278,71.77000000099999,5.0,72.1
279,71.14000000099999,5.0,71.6
280,70.79000000099998,5.0,71.7
281,70.30500000099998,5.0,71.7
282,68.59000000099998,5.0,71.41
283,68.48000000099998,5.0,71.72
284,74.76000000099998,5.0,71.42
285,71.78000000099999,5.0,69.97
286,71.06000000099998,5.0,70.83
287,72.73500000099999,5.0,70.82
288,73.63000000099998,5.0,70.44
289,73.19000000099999,5.0,71.32
290,73.24000000099998,5.0,71.225
291,73.12000000099998,5.0,72.0
292,73.48000000099998,5.0,72.98
293,73.41000000099999,5.0,73.68
294,72.87000000099998,5.0,73.75
295,71.82500000099998,5.0,73.47
296,71.44000000099999,5.0,73.18
297,71.08000000099999,5.0,73.03
298,70.72000000099999,5.0,72.4
299,69.27000000099999,5.0,72.05
300,69.85000000099998,5.0,71.565
301,71.65500000099999,5.0,69.85
302,70.58000000099999,5.0,69.74
303,69.86000000099999,5.0,76.02
304,69.33000000099999,5.0,73.04
305,68.73000000099998,5.0,72.32
306,69.03000000099999,5.0,73.995
307,70.47000000099999,5.0,74.89
308,70.23000000099998,5.0,74.45
309,70.28000000099999,5.0,74.5
310,72.22000000099999,5.0,74.38
311,72.80000000099999,5.0,74.74
312,71.48000000099998,5.0,74.67
313,70.20000000099998,5.0,74.13
314,68.99000000099998,5.0,73.085
315,70.38000000099998,5.0,72.7
316,68.87000000099998,5.0,72.34
317,69.85000000099998,5.0,71.98
318,70.66000000099999,5.0,70.53
319,71.02000000099999,5.0,71.11
320,71.84000000099998,5.0,72.915
321,71.28000000099999,5.0,71.84
322,71.07000000099998,5.0,71.12
323,71.50000000099999,5.0,70.59
324,71.75000000099999,5.0,69.99
325,73.33000000099999,5.0,70.29
326,75.25000000099999,5.0,71.73
327,75.87000000099998,5.0,71.49
328,76.47000000099999,5.0,71.54
329,76.47000000099999,5.0,73.48
330,77.29000000099998,5.0,74.06
331,76.84000000099998,5.0,72.74
332,76.42000000099999,5.0,71.46
333,76.81000000099998,5.0,70.25
334,77.70000000099998,5.0,71.64
335,77.84000000099998,5.0,70.13
336,78.53000000099999,5.0,71.11
337,77.73000000099998,5.0,71.92
338,76.37000000099998,5.0,72.28
339,77.36000000099999,5.0,73.1
340,76.29000000099998,5.0,72.54
341,76.67000000099999,5.0,72.33
342,74.74500000099998,5.0,72.76
343,74.75000000099999,5.0,73.01
344,76.14000000099999,5.0,74.59
345,76.36000000099999,5.0,76.51
346,77.07000000099998,5.0,77.13
347,78.40000000099998,5.0,77.73
348,75.63000000099998,5.0,77.73
349,75.88000000099998,5.0,78.55
350,76.10000000099998,5.0,78.1
351,75.09000000099998,5.0,77.68
352,74.19000000099999,5.0,78.07
353,71.87000000099998,5.0,78.96
354,71.71000000099998,5.0,79.1
355,72.05000000099999,5.0,79.79
356,72.34000000099998,5.0,78.99
357,72.68000000099998,5.0,77.63
358,73.81000000099998,5.0,78.62
359,74.42000000099999,5.0,77.55
360,74.97000000099999,5.0,77.93
361,74.39000000099999,5.0,76.005
362,74.18000000099998,5.0,76.01
363,75.07000000099998,5.0,77.4
364,75.27000000099999,5.0,77.62
365,74.76000000099998,5.0,78.33
366,74.69000000099999,5.0,79.66
367,74.77000000099999,5.0,76.89
368,73.89000000099999,5.0,77.14
369,71.89000000099999,5.0,77.36
370,72.66000000099999,5.0,76.35
371,73.36000000099999,5.0,75.45
372,74.24000000099998,5.0,73.13
373,75.26000000099998,5.0,72.97
374,75.28000000099999,5.0,73.31
375,75.29000000099998,5.0,73.6
376,74.76000000099998,5.0,73.94
377,75.39000000099999,5.0,75.07
378,74.80000000099999,5.0,75.68
379,75.17000000099999,5.0,76.23
380,74.59000000099998,5.0,75.65
381,73.74000000099998,5.0,75.44
382,73.22000000099999,5.0,76.33
383,73.47000000099999,5.0,76.53
384,75.05000000099999,5.0,76.02
385,75.52500000099998,5.0,75.95
386,75.31000000099998,5.0,76.03
387,75.82000000099998,5.0,75.15
388,78.17000000099999,5.0,73.15
389,77.66000000099999,5.0,73.92
390,78.15000000099998,5.0,74.62
391,78.36000000099999,5.0,75.5
392,78.35000000099998,5.0,76.52
393,79.30000000099999,5.0,76.54
394,78.78000000099999,5.0,76.55
395,78.10500000099998,5.0,76.02
396,78.90000000099998,5.0,76.65
397,78.75500000099998,5.0,76.06
398,77.83000000099999,5.0,76.43
399,78.61000000099999,5.0,75.85
400,78.56000000099998,5.0,75.0
401,78.87000000099998,5.0,74.48
402,77.49000000099998,5.0,74.73
403,77.60000000099998,5.0,76.31
404,76.90000000099998,5.0,76.785
405,76.64000000099999,5.0,76.57
406,78.30000000099999,5.0,77.08
407,78.39000000099999,5.0,79.43
408,78.60000000099998,5.0,78.92
409,77.64000000099999,5.0,79.41
410,78.68000000099998,5.0,79.62
411,76.65000000099998,5.0,79.61
412,78.13000000099998,5.0,80.56
413,78.44000000099999,5.0,80.04
414,81.02000000099999,5.0,79.365
415,82.29000000099998,5.0,80.16
416,82.14000000099999,5.0,80.015
417,82.68000000099998,5.0,79.09
418,81.48000000099998,5.0,79.87
419,80.02000000099999,5.0,79.82
420,79.75000000099999,5.0,80.13
421,79.68500000099998,5.0,78.75
422,79.49000000099998,5.0,78.86
423,79.24000000099998,5.0,78.16
424,79.33000000099999,5.0,77.9
425,78.73000000099998,5.0,79.56
426,79.21000000099998,5.0,79.65
427,79.33000000099999,5.0,79.86
428,80.18000000099998,5.0,78.9
429,80.63000000099998,5.0,79.94
430,80.86000000099999,5.0,77.91
431,81.26000000099998,5.0,79.39
432,80.84000000099998,5.0,79.7
433,80.83000000099999,5.0,82.28
434,79.93000000099998,5.0,83.55
435,79.47000000099999,5.0,83.4
436,79.38000000099998,5.0,83.94
437,79.72000000099999,5.0,82.74
438,78.67000000099999,5.0,81.28
439,79.33000000099999,5.0,81.01
440,78.99000000099998,5.0,80.945
441,80.03000000099999,5.0,80.75
442,80.73000000099998,5.0,80.5
443,80.14000000099999,5.0,80.59
444,80.80000000099999,5.0,79.99
445,82.12000000099998,5.0,80.47
446,80.93000000099998,5.0,80.59
447,81.43000000099998,5.0,81.44
448,82.36000000099999,5.0,81.89
449,82.64000000099999,5.0,82.12
450,82.56000000099998,5.0,82.52
451,83.05000000099999,5.0,82.1
452,84.86000000099999,5.0,82.09
453,85.51000000099998,5.0,81.19
454,85.19000000099999,5.0,80.73
455,84.22000000099999,5.0,80.64
456,81.43000000099998,5.0,80.98
457,77.61000000099999,5.0,79.93
458,73.01000000099998,5.0,80.59
459,73.31000000099998,5.0,80.25
460,76.07000000099998,5.0,81.29
461,77.65000000099998,5.0,81.99
462,78.14000000099999,5.0,81.4
463,77.31000000099998,5.0,82.06
464,74.73000000099998,5.0,83.38
465,75.99000000099998,5.0,82.19
466,77.06000000099998,5.0,82.69
467,75.63000000099998,5.0,83.62
468,78.52000000099999,5.0,83.9
469,77.26000000099998,5.0,83.82
470,77.44000000099999,5.0,84.31
471,77.93000000099998,5.0,86.12
472,77.20000000099998,5.0,86.77
473,78.27000000099999,5.0,86.45
474,79.27000000099999,5.0,85.48
475,79.05000000099999,5.0,82.69
476,79.99000000099998,5.0,78.87
477,82.06000000099998,5.0,74.27
478,83.40000000099998,5.0,74.57
479,84.24000000099998,5.0,77.33
480,82.65000000099998,5.0,78.91
481,81.87000000099998,5.0,79.4
482,79.26000000099998,5.0,78.57
483,78.57000000099998,5.0,75.99
484,80.96000000099998,5.0,77.25
485,82.49000000099998,5.0,78.32
486,82.73000000099998,5.0,76.89
487,84.58000000099999,5.0,79.78
488,83.89000000099999,5.0,78.52
489,79.39000000099999,5.0,78.7
490,81.00000000099999,5.0,79.19
491,82.56000000099998,5.0,78.46
492,82.66000000099999,5.0,79.53
493,82.39000000099999,5.0,80.53
494,82.54000000099998,5.0,80.31
495,85.51000000099998,5.0,81.25
496,87.41000000099999,5.0,83.32
497,87.14000000099999,5.0,84.66
498,85.58000000099999,5.0,85.5
499,84.87000000099998,5.0,83.91
500,87.20000000099998,5.0,83.13
501,86.60000000099998,5.0,80.52
502,87.58000000099999,5.0,79.83
503,86.79000000099998,5.0,82.22
504,87.24000000099998,5.0,83.75
505,86.86000000099999,5.0,83.99
506,87.40000000099998,5.0,85.84
507,88.65000000099998,5.0,85.15
508,89.10000000099998,5.0,80.65
509,89.75000000099999,5.0,82.26
510,89.29000000099998,5.0,83.82
511,89.43000000099998,5.0,83.92
512,88.54000000099998,5.0,83.65
513,89.02000000099999,5.0,83.8
514,89.95000000099998,5.0,86.77
515,89.58000000099999,5.0,88.67
516,87.76000000099998,5.0,88.4
517,88.50500000099998,5.0,86.84
518,89.03000000099999,5.0,86.13
519,90.01000000099998,5.0,88.46
520,90.50000000099999,5.0,87.86
521,90.55000000099999,5.0,88.84
522,90.70000000099998,5.0,88.05
523,90.74000000099998,5.0,88.5
524,90.51000000099998,5.0,88.12
525,90.91000000099999,5.0,88.66
526,90.20000000099998,5.0,89.91
527,91.29000000099998,5.0,90.36
528,90.76000000099998,5.0,91.01
529,88.65000000099998,5.0,90.55
530,91.32000000099998,5.0,90.69
531,88.34000000099998,5.0,89.8
532,90.46000000099998,5.0,90.28
533,88.30000000099999,5.0,91.21
534,87.70000000099998,5.0,90.84
535,90.16000000099999,5.0,89.02
536,92.00000000099999,5.0,89.765
537,92.76000000099998,5.0,90.29
538,94.30000000099999,5.0,91.27
539,92.94000000099999,5.0,91.76
540,90.05000000099999,5.0,91.81
541,90.36000000099999,5.0,91.96
542,92.56000000099998,5.0,92.0
543,93.44000000099999,5.0,91.77
544,93.04000000099998,5.0,92.17
545,92.94000000099999,5.0,91.46
546,94.07000000099998,5.0,92.55
547,94.02000000099999,5.0,92.02
548,92.68000000099998,5.0,89.91
549,90.71000000099998,5.0,92.58
550,91.08000000099999,5.0,89.6
551,89.76000000099998,5.0,91.72
552,87.85000000099998,5.0,89.56
553,86.59000000099998,5.0,88.96
554,88.12000000099998,5.0,91.42
555,88.56000000099998,5.0,93.26
556,87.04000000099998,5.0,94.02
557,88.54000000099998,5.0,95.56
558,87.91000000099999,5.0,94.2
559,87.92000000099999,5.0,91.31
560,86.68000000099998,5.0,91.62
561,86.74000000099998,5.0,93.82
562,88.37000000099998,5.0,94.7
563,85.51000000099998,5.0,94.3
564,85.63000000099998,5.0,94.2
565,83.59000000099998,5.0,95.33
566,83.26000000099998,5.0,95.28
567,87.87000000099998,5.0,93.94
568,88.35000000099998,5.0,91.97
569,86.69000000099999,5.0,92.34
570,86.73000000099998,5.0,91.02
571,85.10000000099998,5.0,89.11
572,77.94000000099999,5.0,87.85
573,73.68000000099998,5.0,89.38
574,72.59000000099998,5.0,89.82
575,74.27000000099999,5.0,88.3
576,73.68000000099998,5.0,89.8
577,75.41000000099999,5.0,89.17
578,77.62000000099998,5.0,89.18
579,80.59000000099998,5.0,87.94
580,79.27000000099999,5.0,88.0
581,79.61000000099999,5.0,89.63
582,82.54000000099998,5.0,86.77
583,81.81000000099998,5.0,86.89
584,82.16000000099999,5.0,84.85
585,85.42000000099999,5.0,84.52
586,85.34000000099998,5.0,89.13
587,83.89000000099999,5.0,89.61
588,87.11000000099999,5.0,87.95
589,87.13000000099998,5.0,87.99
590,85.95000000099998,5.0,86.36
591,84.92000000099999,5.0,79.2
592,83.85000000099998,5.0,74.94
593,83.09000000099998,5.0,73.85
594,84.01000000099998,5.0,75.53
595,83.59000000099998,5.0,74.94
596,84.74000000099998,5.0,76.67
597,85.75000000099999,5.0,78.88
598,85.57000000099998,5.0,81.85
599,86.91000000099999,5.0,80.53
600,88.70000000099998,5.0,80.87
601,92.16000000099999,5.0,83.8
602,91.24000000099998,5.0,83.07
603,91.30000000099999,5.0,83.42
604,90.90000000099998,5.0,86.68
605,91.26000000099998,5.0,86.6
606,91.14000000099999,5.0,85.15
607,91.96000000099998,5.0,88.37
608,92.52000000099999,5.0,88.39
609,92.54000000099998,5.0,87.21
610,93.90000000099998,5.0,86.18
611,93.24000000099998,5.0,85.11
612,92.91000000099999,5.0,84.35
613,94.14000000099999,5.0,85.27
614,92.52000000099999,5.0,84.85
615,92.81000000099998,5.0,86.0
616,91.69000000099999,5.0,87.01
617,92.16000000099999,5.0,86.83
618,93.27000000099999,5.0,88.17
619,93.18000000099998,5.0,89.96
620,93.90000000099998,5.0,93.42
621,95.29000000099998,5.0,92.5
622,95.26000000099998,5.0,92.56
623,95.07000000099998,5.0,92.16
624,95.11000000099999,5.0,92.52
625,93.53000000099999,5.0,92.4
626,94.54000000099998,5.0,93.22
627,94.89000000099999,5.0,93.78
628,94.38000000099998,5.0,93.8
629,92.38000000099998,5.0,95.16
630,92.96000000099998,5.0,94.5
631,93.64000000099999,5.0,94.17
632,92.40000000099998,5.0,95.4
633,91.68000000099998,5.0,93.78
634,92.24000000099998,5.0,94.07
635,93.04000000099998,5.0,92.95
636,93.35000000099998,5.0,93.42
637,95.26000000099998,5.0,94.53
638,94.84000000099998,5.0,94.44
639,94.70000000099998,5.0,95.16
640,94.71000000099998,5.0,96.55
641,95.97000000099999,5.0,96.52
642,94.67000000099999,5.0,96.33
643,95.44000000099999,5.0,96.37
644,94.62000000099998,5.0,94.79
645,95.62000000099998,5.0,95.8
646,95.36000000099999,5.0,96.15
647,98.37000000099998,5.0,95.64
648,98.35000000099998,5.0,93.64
649,98.11000000099999,5.0,94.22
650,98.88000000099998,5.0,94.9
651,98.21000000099998,5.0,93.66
652,98.78000000099999,5.0,92.94
653,98.91000000099999,5.0,93.5
654,97.44000000099999,5.0,94.3
655,97.86000000099999,5.0,94.61
656,97.26000000099998,5.0,96.52
657,97.42000000099999,5.0,96.1
658,96.81000000099998,5.0,95.96
659,95.83000000099999,5.0,95.97
660,95.70000000099998,5.0,97.23
661,95.72000000099999,5.0,95.93
662,95.76000000099998,5.0,96.7
663,95.93000000099998,5.0,95.88
664,94.32000000099998,5.0,96.88
665,96.73000000099998,5.0,96.62
666,98.46000000099998,5.0,99.63
667,92.75000000099999,5.0,99.61
668,94.95000000099998,5.0,99.37
669,90.94000000099999,5.0,100.14
670,89.59000000099998,5.0,99.47
671,91.20000000099998,5.0,100.04
672,93.13000000099998,5.0,100.17
673,94.53000000099999,5.0,98.7
674,94.06000000099998,5.0,99.12
675,93.47000000099999,5.0,98.52
676,93.92000000099999,5.0,98.68
677,93.88000000099998,5.0,98.07
678,95.53000000099999,5.0,97.09
679,95.88000000099998,5.0,96.96
680,96.28000000099999,5.0,96.98
681,96.08000000099999,5.0,97.02
682,96.44000000099999,5.0,97.19
683,96.57000000099998,5.0,95.58
684,96.53000000099999,5.0,97.99
685,96.53000000099999,5.0,99.72
686,97.14000000099999,5.0,94.01
687,95.08000000099999,5.0,96.21
688,96.80000000099999,5.0,92.2
689,96.06000000099998,5.0,90.85
690,96.65000000099998,5.0,92.46
691,96.67000000099999,5.0,94.39
692,97.18000000099998,5.0,95.79
693,96.60000000099998,5.0,95.32
694,96.46000000099998,5.0,94.73
695,94.79000000099998,5.0,95.18
696,95.41000000099999,5.0,95.14
697,95.83000000099999,5.0,96.79
698,97.78000000099999,5.0,97.14
699,97.23000000099998,5.0,97.54
700,97.61000000099999,5.0,97.34
701,99.36000000099999,5.0,97.7
702,100.41000000099999,5.0,97.83
703,99.78000000099999,5.0,97.79
704,99.67000000099999,5.0,97.79
705,99.34000000099998,5.0,98.4
706,98.44000000099999,5.0,96.34
707,99.41000000099999,5.0,98.06
708,99.06000000099998,5.0,97.32
709,98.98000000099998,5.0,97.91
710,99.88000000099998,5.0,97.93
711,99.88000000099998,5.0,98.44
712,100.43000000099998,5.0,97.86
713,100.80000000099999,5.0,97.72
714,101.04000000099998,5.0,96.05
715,100.74000000099998,5.0,96.67
716,101.05000000099999,5.0,97.09
717,101.64000000099999,5.0,99.04
718,102.31000000099998,5.0,98.49
719,102.24000000099998,5.0,98.87
720,101.74000000099998,5.0,100.62
721,100.62000000099998,5.0,101.67
722,98.12000000099998,5.0,101.04
723,99.06000000099998,5.0,100.93
724,97.51000000099998,5.0,100.6
725,97.53000000099999,5.0,99.7
726,98.36000000099999,5.0,100.67
727,97.67000000099999,5.0,100.32
728,98.42000000099999,5.0,100.24
729,99.36000000099999,5.0,101.14
730,106.52000000099999,5.0,101.14
731,106.66000000099999,5.0,101.69
732,106.21000000099998,5.0,102.06
733,106.00000000099999,5.0,102.3
734,108.44000000099999,5.0,102.0
735,108.23000000099998,5.0,102.31
736,106.54000000099998,5.0,102.9
737,107.28000000099999,5.0,103.57
738,107.19000000099999,5.0,103.5
739,107.13000000099998,5.0,103.0
740,107.54000000099998,5.0,101.88
741,107.30000000099999,5.0,99.38
742,107.38000000099998,5.0,100.32
743,107.98000000099998,5.0,98.77
744,106.11000000099999,5.0,98.79
745,106.79000000099998,5.0,99.62
746,106.75000000099999,5.0,98.93
747,106.58000000099999,5.0,99.68
748,106.23000000099998,5.0,100.62
749,107.16000000099999,5.0,107.78
750,107.13000000099998,5.0,107.92
751,107.77000000099999,5.0,107.47
752,107.77000000099999,5.0,107.26
753,109.55000000099999,5.0,109.7
754,107.77000000099999,5.0,109.49
755,106.71000000099998,5.0,107.8
756,105.81000000099998,5.0,108.54
757,106.34000000099998,5.0,108.45
758,106.25000000099999,5.0,108.39
759,105.61000000099999,5.0,108.8
760,104.63000000099998,5.0,108.56
761,105.91000000099999,5.0,108.64
762,104.94000000099999,5.0,109.24
763,107.40000000099998,5.0,107.37
764,107.13000000099998,5.0,108.05
765,106.60000000099998,5.0,108.01
766,102.82000000099998,5.0,107.84
767,102.42000000099999,5.0,107.49
768,101.16000000099999,5.0,108.42
769,102.40000000099998,5.0,108.39
770,102.82000000099998,5.0,109.03
771,104.55000000099999,5.0,109.03
772,103.76000000099998,5.0,110.81
773,104.39000000099999,5.0,109.03
774,103.95000000099998,5.0,107.97
775,102.95000000099998,5.0,107.07
776,103.76000000099998,5.0,107.6
777,103.24000000099998,5.0,107.51
778,103.69000000099999,5.0,106.87
779,101.55000000099999,5.0,105.89
780,98.25000000099999,5.0,107.17
781,98.47000000099999,5.0,106.2
782,100.69000000099999,5.0,108.66
783,100.29000000099998,5.0,108.39
784,102.10000000099998,5.0,107.86
785,102.24000000099998,5.0,104.08
